Time Stamp,District,Area,Status
1461899351,0,Area01_001,Done
1461899351,0,Area01_002,Done
1461899351,0,Area01_003,Done
1461899351,0,Area01_004,Done
1461899351,0,Area01_005,Done
1461899351,0,Area01_006,Done
1461899351,0,Area01_007,Done
1461899351,0,Area01_008,Done
1461899351,0,Area01_009,Done
1461899351,0,Area01_010,Done
1461899351,0,Area01_011,Done
1461899351,0,Area01_012,Done
1461899351,0,Area01_013,Done
1461899351,0,Area01_014,Done
1461899351,0,Area01_015,Done
1461899351,0,Area01_016,Done
1461899351,0,Area01_017,Done
1461899351,0,Area01_018,Done
1461899351,0,Area01_019,Done
1461899351,0,Area01_020,Done
1461899351,0,Area01_021,Done
1461899351,9,Area10_001,Done
1461899351,9,Area10_002,Done
1461899351,9,Area10_003,Done
1461899351,9,Area10_004,Done
1461899351,9,Area10_005,Done
1461899351,9,Area10_006,Done
1461899351,9,Area10_007,Done
1461899351,9,Area10_008,Done
1461899351,9,Area10_009,Done
1461899351,9,Area10_010,Done
1461899351,9,Area10_011,Done
1461899351,9,Area10_012,Done
1461899351,9,Area10_013,Done
1461899351,9,Area10_014,Done
1461899351,9,Area10_015,Done
1461899351,9,Area10_016,Done
1461899351,9,Area10_017,Done
1461899351,9,Area10_018,Done
1461899351,9,Area10_019,Done
1461899351,9,Area10_020,Done
1461899351,9,Area10_021,Done
1461899351,9,Area10_022,Done
1461899351,9,Area10_023,Done
1461899351,1,Area02_001,Done
1461899351,1,Area02_002,Done
1461899351,1,Area02_003,Done
1461899351,1,Area02_004,Done
1461899351,1,Area02_005,Done
1461899351,1,Area02_006,Done
1461899351,1,Area02_007,Done
1461899351,1,Area02_008,Done
1461899351,1,Area02_009,Current
1461899351,1,Area02_010,Current
1461899351,1,Area02_011,Current
1461899351,1,Area02_012,Current
1461899351,1,Area02_013,Done
1461899351,1,Area02_014,Done
1461899351,1,Area02_015,Done
1461899351,1,Area02_016,Done
1461899351,1,Area02_017,Current
1461899351,1,Area02_018,Current
1461899351,1,Area02_019,Current
1461899351,1,Area02_020,Done
1461899351,1,Area02_021,Done
1461899351,1,Area02_022,Done
1461899351,1,Area02_023,Current
1461899351,1,Area02_024,Current
1461899351,1,Area02_025,Current
1461899351,1,Area02_026,Current
1461899351,2,Area03_001,Done
1461899351,2,Area03_002,Done
1461899351,2,Area03_003,Done
1461899351,2,Area03_004,Done
1461899351,2,Area03_005,Done
1461899351,2,Area03_006,Done
1461899351,2,Area03_007,Done
1461899351,2,Area03_008,Done
1461899351,2,Area03_009,Done
1461899351,2,Area03_010,Done
1461899351,2,Area03_011,Done
1461899351,2,Area03_012,Done
1461899351,2,Area03_013,Done
1461899351,2,Area03_014,Done
1461899351,2,Area03_015,Done
1461899351,2,Area03_016,Done
1461899351,2,Area03_017,Done
1461899351,2,Area03_018,Done
1461899351,2,Area03_019,Done
1461899351,2,Area03_020,Done
1461899351,2,Area03_021,Done
1461899351,3,Area04_001,Next
1461899351,3,Area04_002,Next
1461899351,3,Area04_003,Next
1461899351,3,Area04_004,Next
1461899351,3,Area04_005,Next
1461899351,3,Area04_006,Next
1461899351,3,Area04_007,Next
1461899351,3,Area04_008,Next
1461899351,3,Area04_009,Next
1461899351,3,Area04_010,Next
1461899351,3,Area04_011,Next
1461899351,3,Area04_012,Next
1461899351,3,Area04_013,Next
1461899351,3,Area04_014,Next
1461899351,3,Area04_015,Next
1461899351,3,Area04_016,Next
